,year,state,metrodiv_title,county_name,CoC_Code,coc_name,pop_type,pop_size
1829,2017,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Emergency Shelters,589
1830,2018,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Emergency Shelters,563
2351,2009,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,0
2352,2010,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,5
2353,2011,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,6
2354,2012,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,6
2355,2013,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,16
2356,2014,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,24
2357,2015,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,22
2358,2016,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,22
2359,2017,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,51
2360,2018,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Safe Haven Shelters,32
2881,2009,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,424
2882,2010,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,443
2883,2011,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,347
2884,2012,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,338
2885,2013,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,295
2886,2014,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,280
2887,2015,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,245
2888,2016,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,285
2889,2017,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,261
2890,2018,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Transitional Housing,163
3411,2009,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,910
3412,2010,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,1120
3413,2011,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,883
3414,2012,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,915
3415,2013,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,852
3416,2014,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,861
3417,2015,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,796
3418,2016,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,997
3419,2017,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,885
3420,2018,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Total Sheltered Homeless,763
3941,2009,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,240
3942,2010,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,127
3943,2011,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,181
3944,2012,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,226
3945,2013,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,130
3946,2014,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,143
3947,2015,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,95
3948,2016,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,103
3949,2017,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,96
3950,2018,Maryland,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,Unsheltered Homeless,131
241,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,#N/A
242,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,#N/A
243,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,#N/A
244,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,684
245,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,378
246,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,291
247,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,343
248,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,263
249,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,329
250,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Chronically Homeless,249
771,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,#N/A
772,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,#N/A
773,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,#N/A
774,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,385
775,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,518
776,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,518
777,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,525
778,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,486
779,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,354
780,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Veterans,337
1301,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,18062
1302,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,3694
1303,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,2812
1304,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,3138
1305,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,3115
1306,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,2789
1307,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,2755
1308,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,2597
1309,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,2335
1310,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Homeless,2078
1831,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,3399
1832,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,2058
1833,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1640
1834,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1646
1835,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1631
1836,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1348
1837,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1332
1838,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1312
1839,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1182
1840,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Emergency Shelters,1169
2361,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2362,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2363,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2364,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2365,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2366,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2367,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2368,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2369,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2370,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Safe Haven Shelters,0
2891,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,1339
2892,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,1374
2893,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,893
2894,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,1119
2895,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,1110
2896,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,1138
2897,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,1120
2898,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,1112
2899,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,939
2900,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Transitional Housing,668
3421,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,4738
3422,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,3432
3423,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,2550
3424,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,2785
3425,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,2762
3426,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,2507
3427,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,2473
3428,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,2446
3429,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,2142
3430,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Total Sheltered Homeless,1858
3951,2009,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,13324
3952,2010,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,262
3953,2011,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,262
3954,2012,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,353
3955,2013,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,353
3956,2014,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,282
3957,2015,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,282
3958,2016,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,151
3959,2017,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,193
3960,2018,Michigan,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,Unsheltered Homeless,220
251,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,#N/A
252,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,#N/A
253,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,#N/A
254,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,29
255,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,41
256,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,64
257,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,52
258,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,51
259,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,37
260,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Chronically Homeless,45
781,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,#N/A
782,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,#N/A
783,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,#N/A
784,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,9
785,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,3
786,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,22
787,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,18
788,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,13
789,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,8
790,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Veterans,18
1311,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,1011
1312,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,661
1313,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,731
1314,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,713
1315,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,743
1316,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,698
1317,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,457
1318,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,485
1319,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,438
1320,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Homeless,412
1841,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,224
1842,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,101
1843,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,129
1844,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,193
1845,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,247
1846,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,281
1847,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,241
1848,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,246
1849,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,233
1850,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Emergency Shelters,258
2371,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2372,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2373,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2374,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2375,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2376,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2377,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2378,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2379,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2380,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Safe Haven Shelters,0
2901,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,178
2902,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,280
2903,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,322
2904,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,283
2905,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,259
2906,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,329
2907,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,141
2908,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,143
2909,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,129
2910,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Transitional Housing,107
3431,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,402
3432,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,381
3433,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,451
3434,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,476
3435,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,506
3436,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,610
3437,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,382
3438,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,389
3439,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,362
3440,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Total Sheltered Homeless,365
3961,2009,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,609
3962,2010,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,280
3963,2011,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,280
3964,2012,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,237
3965,2013,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,237
3966,2014,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,88
3967,2015,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,75
3968,2016,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,96
3969,2017,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,76
3970,2018,Michigan,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",Unsheltered Homeless,47
261,2009,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,#N/A
262,2010,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,#N/A
263,2011,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,#N/A
264,2012,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,23
265,2013,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,19
266,2014,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,10
267,2015,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,15
268,2016,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,2
269,2017,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,1
270,2018,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Chronically Homeless,1
791,2009,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Veterans,#N/A
792,2010,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Veterans,#N/A
793,2011,Michigan,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,Veterans,#N/A
